Date,sentiment_mean,sentiment_median,sentiment_std,n_news,pos_ratio,neg_ratio,neu_ratio
2010-03-10,0.0,0.0,,1,0.0,0.0,1.0
2010-03-12,0.0,0.0,,1,0.0,0.0,1.0
2010-03-15,0.7470831274986267,0.7470831274986267,,1,1.0,0.0,0.0
2010-03-22,0.0,0.0,,1,0.0,0.0,1.0
2010-03-24,0.0,0.0,,1,0.0,0.0,1.0
2010-04-01,-0.4996930956840515,-0.4996930956840515,0.7066727529405823,2,0.0,0.5,0.5
2010-04-05,0.48609036207199097,0.48609036207199097,0.687435582581058,2,0.5,0.0,0.5
2010-04-12,0.0,0.0,,1,0.0,0.0,1.0
2010-04-14,-0.20484861731529236,0.0,0.4096972346305847,4,0.0,0.25,0.75
2010-04-15,0.0,0.0,,1,0.0,0.0,1.0
2010-04-19,0.4999975562095642,0.4999975562095642,0.7071033251449697,2,0.5,0.0,0.5
2010-04-22,0.0,0.0,0.0,2,0.0,0.0,1.0
2010-04-23,0.0,0.0,,1,0.0,0.0,1.0
2010-04-28,7.092952728271484e-06,7.092952728271484e-06,1.4142030256609672,2,0.5,0.5,0.0
2010-04-30,0.0,0.0,,1,0.0,0.0,1.0
2010-05-04,0.0,0.0,,1,0.0,0.0,1.0
2010-05-05,-0.9559894800186157,-0.9559894800186157,,1,0.0,1.0,0.0
2010-05-06,0.0,0.0,,1,0.0,0.0,1.0
2010-05-07,0.929876983165741,0.929876983165741,,1,1.0,0.0,0.0
2010-05-11,0.0,0.0,,1,0.0,0.0,1.0
2010-05-12,-0.32913055022557575,0.0,0.5700708353137974,3,0.0,0.3333333333333333,0.6666666666666666
2010-05-17,0.0,0.0,,1,0.0,0.0,1.0
2010-05-18,0.6094609498977661,0.6094609498977661,,1,1.0,0.0,0.0
2010-05-20,0.0,0.0,,1,0.0,0.0,1.0
2010-05-25,0.9710284471511841,0.9710284471511841,,1,1.0,0.0,0.0
2010-05-26,0.871651291847229,0.871651291847229,,1,1.0,0.0,0.0
2010-06-01,0.0,0.0,0.0,3,0.0,0.0,1.0
2010-06-07,0.49979743361473083,0.49979743361473083,0.7068203090572189,2,0.5,0.0,0.5
2010-06-08,0.0,0.0,,1,0.0,0.0,1.0
2010-06-11,0.9814901053905487,0.9814901053905487,0.026171212023385182,2,1.0,0.0,0.0
2010-06-14,0.0,0.0,,1,0.0,0.0,1.0
2010-06-15,0.0,0.0,0.0,2,0.0,0.0,1.0
2010-06-21,0.3332844575246175,0.0,0.577265613805669,3,0.3333333333333333,0.0,0.6666666666666666
2010-06-22,0.0,0.0,,1,0.0,0.0,1.0
2010-06-23,0.0,0.0,,1,0.0,0.0,1.0
2010-06-28,0.0,0.0,0.0,2,0.0,0.0,1.0
2010-06-29,0.0,0.0,,1,0.0,0.0,1.0
2010-06-30,-0.33320297797520954,0.0,0.5771244870863166,3,0.0,0.3333333333333333,0.6666666666666666
2010-07-06,-0.4842263162136078,-0.4842263162136078,0.6847994236472471,2,0.0,0.5,0.5
2010-07-07,0.0,0.0,,1,0.0,0.0,1.0
2010-07-13,0.20997630059719086,0.29811784625053406,0.7640184605177678,4,0.5,0.25,0.25
2010-07-14,-0.4631896913051605,-0.4631896913051605,0.6550491433951653,2,0.0,0.5,0.5
2010-07-20,0.0,0.0,,1,0.0,0.0,1.0
2010-07-21,0.0,0.0,,1,0.0,0.0,1.0
2010-07-26,0.0,0.0,,1,0.0,0.0,1.0
2010-07-30,-0.4999431371688843,-0.4999431371688843,0.7070263649995887,2,0.0,0.5,0.5
2010-08-02,0.0,0.0,0.0,2,0.0,0.0,1.0
2010-08-04,0.33333321412404376,0.0,0.5773500627130795,3,0.3333333333333333,0.0,0.6666666666666666
2010-08-06,-0.9999874830245972,-0.9999874830245972,,1,0.0,1.0,0.0
2010-08-09,0.0,0.0,,1,0.0,0.0,1.0
2010-08-10,0.0,0.0,,1,0.0,0.0,1.0
2010-08-11,0.0,0.0,,1,0.0,0.0,1.0
2010-08-17,0.0,0.0,,1,0.0,0.0,1.0
2010-08-24,0.0,0.0,,1,0.0,0.0,1.0
2010-08-27,-0.4999949336051941,-0.4999949336051941,0.7070996162223007,2,0.0,0.5,0.5
2010-08-30,0.4999843239784241,0.4999843239784241,0.7070846119442308,2,0.5,0.0,0.5
2010-09-03,0.0,0.0,0.0,3,0.0,0.0,1.0
2010-09-07,-0.873763769865036,-0.873763769865036,0.17852296567098874,2,0.0,1.0,0.0
2010-09-09,0.0,0.0,,1,0.0,0.0,1.0
2010-09-10,0.0,0.0,,1,0.0,0.0,1.0
2010-09-13,0.4999997615814209,0.4999997615814209,0.7071064440117595,2,0.5,0.0,0.5
2010-09-14,0.0,0.0,,1,0.0,0.0,1.0
2010-09-15,0.0,0.0,0.0,3,0.0,0.0,1.0
2010-09-17,0.0,0.0,0.0,2,0.0,0.0,1.0
2010-09-20,-0.9999115467071533,-0.9999115467071533,,1,0.0,1.0,0.0
2010-09-21,0.0,0.0,,1,0.0,0.0,1.0
2010-09-22,0.0,0.0,0.0,2,0.0,0.0,1.0
2010-09-24,0.0,0.0,0.0,4,0.0,0.0,1.0
2010-09-27,0.0,0.0,,1,0.0,0.0,1.0
2010-09-28,0.0,0.0,,1,0.0,0.0,1.0
2010-09-29,0.0,0.0,,1,0.0,0.0,1.0
2010-09-30,-0.14284937722342356,0.0,0.37794392707363317,7,0.0,0.14285714285714285,0.8571428571428571
2010-10-01,0.6408326625823975,0.6408326625823975,,1,1.0,0.0,0.0
2010-10-04,0.0,0.0,,1,0.0,0.0,1.0
2010-10-08,0.0,0.0,,1,0.0,0.0,1.0
2010-10-12,0.14268362522125244,0.14268362522125244,1.13797704808651,2,0.5,0.5,0.0
2010-10-13,0.4997975528240204,0.4997975528240204,0.706820477644613,2,0.5,0.0,0.5
2010-10-14,0.0,0.0,0.0,2,0.0,0.0,1.0
2010-10-19,0.0,0.0,0.0,4,0.0,0.0,1.0
2010-10-20,0.0,0.0,,1,0.0,0.0,1.0
2010-10-22,0.0,0.0,,1,0.0,0.0,1.0
2010-10-26,0.0,0.0,,1,0.0,0.0,1.0
2010-10-29,0.0,0.0,,1,0.0,0.0,1.0
2010-11-02,0.0,0.0,,1,0.0,0.0,1.0
2010-11-04,0.0,0.0,,1,0.0,0.0,1.0
2010-11-05,-0.9999972581863403,-0.9999972581863403,,1,0.0,1.0,0.0
2010-11-08,0.0,0.0,0.0,2,0.0,0.0,1.0
2010-11-10,0.0,0.0,0.0,2,0.0,0.0,1.0
2010-11-11,0.0,0.0,,1,0.0,0.0,1.0
2010-11-12,0.0,0.0,,1,0.0,0.0,1.0
2010-11-15,-0.3214130202929179,0.0,0.5567036813615004,3,0.0,0.3333333333333333,0.6666666666666666
2010-11-18,0.0,0.0,0.0,2,0.0,0.0,1.0
2010-11-22,0.0,0.0,0.0,2,0.0,0.0,1.0
2010-11-23,0.0,0.0,,1,0.0,0.0,1.0
2010-11-24,0.9999631643295288,0.9999631643295288,,1,1.0,0.0,0.0
2010-11-26,0.0,0.0,,1,0.0,0.0,1.0
2010-11-29,0.0,0.0,0.0,2,0.0,0.0,1.0
2010-11-30,0.0,0.0,,1,0.0,0.0,1.0
2010-12-02,0.9999984502792358,0.9999984502792358,,1,1.0,0.0,0.0
2010-12-03,-0.9947622418403625,-0.9947622418403625,,1,0.0,1.0,0.0
2010-12-09,1.0,1.0,,1,1.0,0.0,0.0
2010-12-10,0.07565826177597046,0.0,0.692069395968844,4,0.25,0.25,0.5
2010-12-13,-0.017324298620224,-0.017324298620224,1.3884575811012392,2,0.5,0.5,0.0
2010-12-14,0.9999692440032959,0.9999692440032959,,1,1.0,0.0,0.0
2010-12-16,0.0,0.0,,1,0.0,0.0,1.0
2010-12-17,0.0,0.0,,1,0.0,0.0,1.0
2010-12-20,0.0,0.0,,1,0.0,0.0,1.0
2010-12-22,0.0,0.0,0.0,2,0.0,0.0,1.0
2010-12-23,0.9938687682151794,0.9938687682151794,,1,1.0,0.0,0.0
2010-12-30,0.8328560590744019,0.8328560590744019,,1,1.0,0.0,0.0
2010-12-31,0.17624200582504274,0.0,0.8089921809602516,5,0.4,0.2,0.4
2011-01-03,0.0,0.0,0.0,2,0.0,0.0,1.0
2011-01-04,0.3333323796590169,0.0,0.577348617377256,3,0.3333333333333333,0.0,0.6666666666666666
2011-01-05,0.0,0.0,,1,0.0,0.0,1.0
2011-01-06,0.49967607855796814,0.49967607855796814,0.7066486870900827,2,0.5,0.0,0.5
2011-01-11,1.0,1.0,,1,1.0,0.0,0.0
2011-01-12,-0.4998951852321625,-0.4998951852321625,0.7069585507203348,2,0.0,0.5,0.5
2011-01-13,0.4999998211860657,0.4999998211860657,0.7071065283054565,2,0.5,0.0,0.5
2011-01-14,0.999997615814209,0.999997615814209,,1,1.0,0.0,0.0
2011-01-18,0.7797426581382751,0.7797426581382751,,1,1.0,0.0,0.0
2011-01-19,0.0,0.0,,1,0.0,0.0,1.0
2011-01-20,0.0,0.0,0.0,2,0.0,0.0,1.0
2011-01-21,-0.49983638525009155,-0.49983638525009155,0.7068753949882227,2,0.0,0.5,0.5
2011-01-24,0.9575200080871582,0.9575200080871582,,1,1.0,0.0,0.0
2011-01-26,0.0,0.0,,1,0.0,0.0,1.0
2011-01-28,-0.28599204619725543,0.0,0.495352754574232,3,0.0,0.3333333333333333,0.6666666666666666
2011-01-31,0.0,0.0,,1,0.0,0.0,1.0
2011-02-01,0.25,0.0,0.5,4,0.25,0.0,0.75
2011-02-02,0.0,0.0,,1,0.0,0.0,1.0
2011-02-03,0.999998152256012,0.999998152256012,2.275929819588278e-06,2,1.0,0.0,0.0
2011-02-04,0.0,0.0,0.0,2,0.0,0.0,1.0
2011-02-09,0.0,0.0,,1,0.0,0.0,1.0
2011-02-14,0.0,0.0,0.0,3,0.0,0.0,1.0
2011-02-15,0.33329856395721436,0.0,0.5772900468636403,3,0.3333333333333333,0.0,0.6666666666666666
2011-02-16,-0.9968587160110474,-0.9968587160110474,,1,0.0,1.0,0.0
2011-02-18,-0.4125567376613617,-0.4125567376613617,0.5834433336490967,2,0.0,0.5,0.5
2011-02-23,0.9999974966049194,0.9999974966049194,,1,1.0,0.0,0.0
2011-02-24,0.0,0.0,,1,0.0,0.0,1.0
2011-02-28,-0.31811100244522095,0.0,0.55098441868179,3,0.0,0.3333333333333333,0.6666666666666666
2011-03-01,-0.49998939037323,-0.49998939037323,0.7070917769084777,2,0.0,0.5,0.5
2011-03-04,0.0,0.0,0.0,2,0.0,0.0,1.0
2011-03-08,0.0,0.0,0.0,2,0.0,0.0,1.0
2011-03-09,0.49997538328170776,0.49997538328170776,0.7070719678896775,2,0.5,0.0,0.5
2011-03-10,0.0,0.0,0.0,2,0.0,0.0,1.0
2011-03-11,0.0,0.0,0.0,2,0.0,0.0,1.0
2011-03-14,0.0,0.0,,1,0.0,0.0,1.0
2011-03-15,0.0,0.0,,1,0.0,0.0,1.0
2011-03-16,0.499916672706604,0.499916672706604,0.7069889385981111,2,0.5,0.0,0.5
2011-03-17,-0.49197760224342346,-0.49197760224342346,0.6957613974764455,2,0.0,0.5,0.5
2011-03-23,-0.9979775547981262,-0.9979775547981262,,1,0.0,1.0,0.0
2011-03-29,0.0,0.0,,1,0.0,0.0,1.0
2011-03-30,0.0,0.0,,1,0.0,0.0,1.0
2011-03-31,0.0,0.0,0.0,2,0.0,0.0,1.0
2011-04-01,0.0,0.0,,1,0.0,0.0,1.0
2011-04-04,-0.0009238719940185547,0.0,0.9982136714229936,3,0.3333333333333333,0.3333333333333333,0.3333333333333333
2011-04-05,0.0,0.0,0.0,2,0.0,0.0,1.0
2011-04-06,0.0,0.0,,1,0.0,0.0,1.0
